"date","level","name","disease","classification","i_cases"
2023-05-19,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",7
2023-05-19,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-19,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",7
2023-05-21,"Department","SAN PEDRO","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","SAN PEDRO","CHIKUNGUNYA","CONFIRMADO",2
2023-05-21,"Department","SAN PEDRO","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","SAN PEDRO","CHIKUNGUNYA","TOTAL",2
2023-05-22,"Department","CENTRAL","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","CENTRAL","CHIKUNGUNYA","CONFIRMADO",15
2023-05-22,"Department","CENTRAL","CHIKUNGUNYA","PROBABLE",4
2023-05-22,"Department","CENTRAL","CHIKUNGUNYA","TOTAL",19
2023-05-20,"Department","GUAIRA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","GUAIRA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-20,"Department","GUAIRA","CHIKUNGUNYA","PROBABLE",1
2023-05-20,"Department","GUAIRA","CHIKUNGUNYA","TOTAL",6
2023-05-18,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-18,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",3
2023-05-18,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-18,"Department","MISIONES","CHIKUNGUNYA","TOTAL",3
2023-05-21,"Department","ITAPUA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","ITAPUA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-21,"Department","ITAPUA","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","ITAPUA","CHIKUNGUNYA","TOTAL",5
2023-05-21,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",8
2023-05-21,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",8
2023-05-20,"Department","CAAGUAZU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","CAAGUAZU","CHIKUNGUNYA","CONFIRMADO",19
2023-05-20,"Department","CAAGUAZU","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","CAAGUAZU","CHIKUNGUNYA","TOTAL",19
2023-05-20,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",7
2023-05-20,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",7
2023-05-21,"Department","CAAGUAZU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","CAAGUAZU","CHIKUNGUNYA","CONFIRMADO",9
2023-05-21,"Department","CAAGUAZU","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","CAAGUAZU","CHIKUNGUNYA","TOTAL",9
2023-05-22,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",8
2023-05-22,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",1
2023-05-22,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",9
2023-05-19,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",5
2023-05-19,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",2
2023-05-19,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",7
2023-05-17,"Department","CAAZAPA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-17,"Department","CAAZAPA","CHIKUNGUNYA","CONFIRMADO",1
2023-05-17,"Department","CAAZAPA","CHIKUNGUNYA","PROBABLE",1
2023-05-17,"Department","CAAZAPA","CHIKUNGUNYA","TOTAL",2
2023-05-20,"Department","PTE HAYES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","PTE HAYES","CHIKUNGUNYA","CONFIRMADO",4
2023-05-20,"Department","PTE HAYES","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","PTE HAYES","CHIKUNGUNYA","TOTAL",4
2023-05-22,"Department","SAN PEDRO","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","SAN PEDRO","CHIKUNGUNYA","CONFIRMADO",3
2023-05-22,"Department","SAN PEDRO","CHIKUNGUNYA","PROBABLE",1
2023-05-22,"Department","SAN PEDRO","CHIKUNGUNYA","TOTAL",4
2023-05-09,"Department","BOQUERON","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-09,"Department","BOQUERON","CHIKUNGUNYA","CONFIRMADO",2
2023-05-09,"Department","BOQUERON","CHIKUNGUNYA","PROBABLE",0
2023-05-09,"Department","BOQUERON","CHIKUNGUNYA","TOTAL",2
2023-05-21,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",5
2023-05-21,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","MISIONES","CHIKUNGUNYA","TOTAL",5
2023-05-19,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",2
2023-05-19,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-19,"Department","MISIONES","CHIKUNGUNYA","TOTAL",2
2023-05-21,"Department","AMAMBAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",10
2023-05-21,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",10
2023-05-22,"Department","NEEMBUCU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","NEEMBUCU","CHIKUNGUNYA","CONFIRMADO",3
2023-05-22,"Department","NEEMBUCU","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","NEEMBUCU","CHIKUNGUNYA","TOTAL",3
2023-05-22,"Department","GUAIRA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","GUAIRA","CHIKUNGUNYA","CONFIRMADO",14
2023-05-22,"Department","GUAIRA","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","GUAIRA","CHIKUNGUNYA","TOTAL",14
2023-05-23,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",4
2023-05-23,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",4
2023-05-22,"Department","ASUNCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","ASUNCION","CHIKUNGUNYA","CONFIRMADO",14
2023-05-22,"Department","ASUNCION","CHIKUNGUNYA","PROBABLE",2
2023-05-22,"Department","ASUNCION","CHIKUNGUNYA","TOTAL",16
2023-05-19,"Department","CANINDEYU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","CANINDEYU","CHIKUNGUNYA","CONFIRMADO",2
2023-05-19,"Department","CANINDEYU","CHIKUNGUNYA","PROBABLE",1
2023-05-19,"Department","CANINDEYU","CHIKUNGUNYA","TOTAL",3
2023-05-22,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",3
2023-05-22,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",3
2023-05-20,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",4
2023-05-20,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","MISIONES","CHIKUNGUNYA","TOTAL",4
2023-05-21,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",5
2023-05-21,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",5
2023-05-23,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",10
2023-05-23,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",10
2023-05-18,"Department","PTE HAYES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-18,"Department","PTE HAYES","CHIKUNGUNYA","CONFIRMADO",2
2023-05-18,"Department","PTE HAYES","CHIKUNGUNYA","PROBABLE",0
2023-05-18,"Department","PTE HAYES","CHIKUNGUNYA","TOTAL",2
2023-05-19,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",3
2023-05-19,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-19,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",3
2023-05-18,"Department","SAN PEDRO","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-18,"Department","SAN PEDRO","CHIKUNGUNYA","CONFIRMADO",1
2023-05-18,"Department","SAN PEDRO","CHIKUNGUNYA","PROBABLE",2
2023-05-18,"Department","SAN PEDRO","CHIKUNGUNYA","TOTAL",3
2023-05-19,"Department","CAAZAPA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","CAAZAPA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-19,"Department","CAAZAPA","CHIKUNGUNYA","PROBABLE",0
2023-05-19,"Department","CAAZAPA","CHIKUNGUNYA","TOTAL",5
2023-05-22,"Department","AMAMBAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",12
2023-05-22,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",12
2023-05-20,"Department","CAAZAPA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","CAAZAPA","CHIKUNGUNYA","CONFIRMADO",1
2023-05-20,"Department","CAAZAPA","CHIKUNGUNYA","PROBABLE",2
2023-05-20,"Department","CAAZAPA","CHIKUNGUNYA","TOTAL",3
2023-05-21,"Department","CORDILLERA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","CORDILLERA","CHIKUNGUNYA","CONFIRMADO",3
2023-05-21,"Department","CORDILLERA","CHIKUNGUNYA","PROBABLE",1
2023-05-21,"Department","CORDILLERA","CHIKUNGUNYA","TOTAL",4
2023-05-20,"Department","CORDILLERA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","CORDILLERA","CHIKUNGUNYA","CONFIRMADO",3
2023-05-20,"Department","CORDILLERA","CHIKUNGUNYA","PROBABLE",1
2023-05-20,"Department","CORDILLERA","CHIKUNGUNYA","TOTAL",4
2023-05-20,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",5
2023-05-20,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",5
2023-05-22,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",7
2023-05-22,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",7
2023-05-20,"Department","CANINDEYU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","CANINDEYU","CHIKUNGUNYA","CONFIRMADO",3
2023-05-20,"Department","CANINDEYU","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","CANINDEYU","CHIKUNGUNYA","TOTAL",3
2023-05-22,"Department","ALTO PARAGUAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","ALTO PARAGUAY","CHIKUNGUNYA","CONFIRMADO",1
2023-05-22,"Department","ALTO PARAGUAY","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","ALTO PARAGUAY","CHIKUNGUNYA","TOTAL",1
2023-05-23,"Department","ASUNCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","ASUNCION","CHIKUNGUNYA","CONFIRMADO",17
2023-05-23,"Department","ASUNCION","CHIKUNGUNYA","PROBABLE",1
2023-05-23,"Department","ASUNCION","CHIKUNGUNYA","TOTAL",18
2023-05-22,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",3
2023-05-22,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","MISIONES","CHIKUNGUNYA","TOTAL",3
2023-05-23,"Department","CENTRAL","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","CENTRAL","CHIKUNGUNYA","CONFIRMADO",14
2023-05-23,"Department","CENTRAL","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","CENTRAL","CHIKUNGUNYA","TOTAL",14
2023-05-24,"Department","CENTRAL","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","CENTRAL","CHIKUNGUNYA","CONFIRMADO",11
2023-05-24,"Department","CENTRAL","CHIKUNGUNYA","PROBABLE",3
2023-05-24,"Department","CENTRAL","CHIKUNGUNYA","TOTAL",14
2023-05-22,"Department","PTE HAYES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","PTE HAYES","CHIKUNGUNYA","CONFIRMADO",4
2023-05-22,"Department","PTE HAYES","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","PTE HAYES","CHIKUNGUNYA","TOTAL",4
2023-05-24,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",7
2023-05-24,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",7
2023-05-21,"Department","CANINDEYU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","CANINDEYU","CHIKUNGUNYA","CONFIRMADO",2
2023-05-21,"Department","CANINDEYU","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","CANINDEYU","CHIKUNGUNYA","TOTAL",2
2023-05-22,"Department","ITAPUA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","ITAPUA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-22,"Department","ITAPUA","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","ITAPUA","CHIKUNGUNYA","TOTAL",5
2023-05-23,"Department","AMAMBAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",10
2023-05-23,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",10
2023-05-24,"Department","PTE HAYES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","PTE HAYES","CHIKUNGUNYA","CONFIRMADO",2
2023-05-24,"Department","PTE HAYES","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","PTE HAYES","CHIKUNGUNYA","TOTAL",2
2023-05-23,"Department","CANINDEYU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","CANINDEYU","CHIKUNGUNYA","CONFIRMADO",2
2023-05-23,"Department","CANINDEYU","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","CANINDEYU","CHIKUNGUNYA","TOTAL",2
2023-05-23,"Department","CAAGUAZU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","CAAGUAZU","CHIKUNGUNYA","CONFIRMADO",8
2023-05-23,"Department","CAAGUAZU","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","CAAGUAZU","CHIKUNGUNYA","TOTAL",8
2023-05-24,"Department","CAAGUAZU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","CAAGUAZU","CHIKUNGUNYA","CONFIRMADO",9
2023-05-24,"Department","CAAGUAZU","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","CAAGUAZU","CHIKUNGUNYA","TOTAL",9
2023-05-21,"Department","BOQUERON","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","BOQUERON","CHIKUNGUNYA","CONFIRMADO",4
2023-05-21,"Department","BOQUERON","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","BOQUERON","CHIKUNGUNYA","TOTAL",4
2023-05-23,"Department","GUAIRA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","GUAIRA","CHIKUNGUNYA","CONFIRMADO",10
2023-05-23,"Department","GUAIRA","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","GUAIRA","CHIKUNGUNYA","TOTAL",10
2023-05-24,"Department","CORDILLERA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","CORDILLERA","CHIKUNGUNYA","CONFIRMADO",3
2023-05-24,"Department","CORDILLERA","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","CORDILLERA","CHIKUNGUNYA","TOTAL",3
2023-05-24,"Department","ITAPUA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","ITAPUA","CHIKUNGUNYA","CONFIRMADO",9
2023-05-24,"Department","ITAPUA","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","ITAPUA","CHIKUNGUNYA","TOTAL",9
2023-05-20,"Department","ITAPUA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","ITAPUA","CHIKUNGUNYA","CONFIRMADO",4
2023-05-20,"Department","ITAPUA","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","ITAPUA","CHIKUNGUNYA","TOTAL",4
2023-05-25,"Department","CORDILLERA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","CORDILLERA","CHIKUNGUNYA","CONFIRMADO",2
2023-05-25,"Department","CORDILLERA","CHIKUNGUNYA","PROBABLE",0
2023-05-25,"Department","CORDILLERA","CHIKUNGUNYA","TOTAL",2
2023-05-22,"Department","CAAGUAZU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","CAAGUAZU","CHIKUNGUNYA","CONFIRMADO",11
2023-05-22,"Department","CAAGUAZU","CHIKUNGUNYA","PROBABLE",1
2023-05-22,"Department","CAAGUAZU","CHIKUNGUNYA","TOTAL",12
2023-05-24,"Department","AMAMBAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",7
2023-05-24,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",7
2023-05-20,"Department","SAN PEDRO","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","SAN PEDRO","CHIKUNGUNYA","CONFIRMADO",1
2023-05-20,"Department","SAN PEDRO","CHIKUNGUNYA","PROBABLE",6
2023-05-20,"Department","SAN PEDRO","CHIKUNGUNYA","TOTAL",7
2023-05-21,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-21,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",2
2023-05-21,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",0
2023-05-21,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",2
2023-05-23,"Department","ITAPUA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","ITAPUA","CHIKUNGUNYA","CONFIRMADO",6
2023-05-23,"Department","ITAPUA","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","ITAPUA","CHIKUNGUNYA","TOTAL",6
2023-07-04,"Department","ASUNCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-07-04,"Department","ASUNCION","CHIKUNGUNYA","CONFIRMADO",4
2023-07-04,"Department","ASUNCION","CHIKUNGUNYA","PROBABLE",0
2023-07-04,"Department","ASUNCION","CHIKUNGUNYA","TOTAL",4
2023-05-24,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-24,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",5
2023-05-24,"Department","ASUNCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","ASUNCION","CHIKUNGUNYA","CONFIRMADO",8
2023-05-24,"Department","ASUNCION","CHIKUNGUNYA","PROBABLE",2
2023-05-24,"Department","ASUNCION","CHIKUNGUNYA","TOTAL",10
2023-05-25,"Department","ASUNCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","ASUNCION","CHIKUNGUNYA","CONFIRMADO",9
2023-05-25,"Department","ASUNCION","CHIKUNGUNYA","PROBABLE",1
2023-05-25,"Department","ASUNCION","CHIKUNGUNYA","TOTAL",10
2023-05-22,"Department","CANINDEYU","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","CANINDEYU","CHIKUNGUNYA","CONFIRMADO",1
2023-05-22,"Department","CANINDEYU","CHIKUNGUNYA","PROBABLE",0
2023-05-22,"Department","CANINDEYU","CHIKUNGUNYA","TOTAL",1
2023-05-15,"Department","BOQUERON","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-15,"Department","BOQUERON","CHIKUNGUNYA","CONFIRMADO",3
2023-05-15,"Department","BOQUERON","CHIKUNGUNYA","PROBABLE",1
2023-05-15,"Department","BOQUERON","CHIKUNGUNYA","TOTAL",4
2023-05-25,"Department","CENTRAL","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","CENTRAL","CHIKUNGUNYA","CONFIRMADO",15
2023-05-25,"Department","CENTRAL","CHIKUNGUNYA","PROBABLE",1
2023-05-25,"Department","CENTRAL","CHIKUNGUNYA","TOTAL",16
2023-05-25,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-25,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-25,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",5
2023-05-24,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",3
2023-05-24,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","MISIONES","CHIKUNGUNYA","TOTAL",3
2023-05-23,"Department","MISIONES","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","MISIONES","CHIKUNGUNYA","CONFIRMADO",4
2023-05-23,"Department","MISIONES","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","MISIONES","CHIKUNGUNYA","TOTAL",4
2023-05-20,"Department","BOQUERON","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-20,"Department","BOQUERON","CHIKUNGUNYA","CONFIRMADO",6
2023-05-20,"Department","BOQUERON","CHIKUNGUNYA","PROBABLE",0
2023-05-20,"Department","BOQUERON","CHIKUNGUNYA","TOTAL",6
2023-05-24,"Department","GUAIRA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","GUAIRA","CHIKUNGUNYA","CONFIRMADO",3
2023-05-24,"Department","GUAIRA","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","GUAIRA","CHIKUNGUNYA","TOTAL",3
2023-05-22,"Department","CAAZAPA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-22,"Department","CAAZAPA","CHIKUNGUNYA","CONFIRMADO",4
2023-05-22,"Department","CAAZAPA","CHIKUNGUNYA","PROBABLE",3
2023-05-22,"Department","CAAZAPA","CHIKUNGUNYA","TOTAL",7
2023-05-26,"Department","PARAGUARI","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-26,"Department","PARAGUARI","CHIKUNGUNYA","CONFIRMADO",5
2023-05-26,"Department","PARAGUARI","CHIKUNGUNYA","PROBABLE",0
2023-05-26,"Department","PARAGUARI","CHIKUNGUNYA","TOTAL",5
2023-05-26,"Department","ALTO PARANA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-26,"Department","ALTO PARANA","CHIKUNGUNYA","CONFIRMADO",5
2023-05-26,"Department","ALTO PARANA","CHIKUNGUNYA","PROBABLE",0
2023-05-26,"Department","ALTO PARANA","CHIKUNGUNYA","TOTAL",5
2023-05-25,"Department","AMAMBAY","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","AMAMBAY","CHIKUNGUNYA","CONFIRMADO",5
2023-05-25,"Department","AMAMBAY","CHIKUNGUNYA","PROBABLE",0
2023-05-25,"Department","AMAMBAY","CHIKUNGUNYA","TOTAL",5
2023-05-24,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-24,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",5
2023-05-24,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-24,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",5
2023-05-23,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",6
2023-05-23,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",6
2023-05-25,"Department","CONCEPCION","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-25,"Department","CONCEPCION","CHIKUNGUNYA","CONFIRMADO",1
2023-05-25,"Department","CONCEPCION","CHIKUNGUNYA","PROBABLE",0
2023-05-25,"Department","CONCEPCION","CHIKUNGUNYA","TOTAL",1
2023-05-23,"Department","CORDILLERA","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-23,"Department","CORDILLERA","CHIKUNGUNYA","CONFIRMADO",3
2023-05-23,"Department","CORDILLERA","CHIKUNGUNYA","PROBABLE",0
2023-05-23,"Department","CORDILLERA","CHIKUNGUNYA","TOTAL",3
2023-05-26,"Department","CENTRAL","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-26,"Department","CENTRAL","CHIKUNGUNYA","CONFIRMADO",10
2023-05-26,"Department","CENTRAL","CHIKUNGUNYA","PROBABLE",0
2023-05-26,"Department","CENTRAL","CHIKUNGUNYA","TOTAL",10
2023-05-19,"Department","BOQUERON","CHIKUNGUNYA","SOSPECHOSO",0
2023-05-19,"Department","BOQUERON","CHIKUNGUNYA","CONFIRMADO",2
2023-05-19,"Department","BOQUERON","CHIKUNGUNYA","PROBABLE",0
