"date","name","level","disease","classification","i_cases"
2022-03-26,"Centro norte","Eje","DENGUE","PROBABLE",0
2022-03-26,"Centro norte","Eje","DENGUE","SOSPECHOSO",0
2022-03-26,"Centro norte","Eje","DENGUE","TOTAL",2
2022-03-26,"Centro sur","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"Centro sur","Eje","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"Centro sur","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"Centro sur","Eje","CHIKUNGUNYA","TOTAL",0
2022-03-26,"Centro sur","Eje","DENGUE","CONFIRMADO",0
2022-03-26,"Centro sur","Eje","DENGUE","PROBABLE",0
2022-03-26,"Centro sur","Eje","DENGUE","SOSPECHOSO",0
2022-03-26,"Centro sur","Eje","DENGUE","TOTAL",0
2022-03-26,"Chaco","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"Chaco","Eje","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"Chaco","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"Chaco","Eje","CHIKUNGUNYA","TOTAL",0
2022-03-26,"Chaco","Eje","DENGUE","CONFIRMADO",0
2022-03-26,"Chaco","Eje","DENGUE","PROBABLE",0
2022-03-26,"Chaco","Eje","DENGUE","SOSPECHOSO",0
2022-03-26,"Chaco","Eje","DENGUE","TOTAL",0
2022-03-26,"CONCEPCION","Department","DENGUE","CONFIRMADO",0
2022-03-26,"CONCEPCION","Department","DENGUE","PROBABLE",0
2022-03-26,"CONCEPCION","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"CONCEPCION","Department","DENGUE","TOTAL",0
2022-03-26,"CORDILLERA","Department","DENGUE","CONFIRMADO",0
2022-03-26,"CORDILLERA","Department","DENGUE","PROBABLE",0
2022-03-26,"CORDILLERA","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"CORDILLERA","Department","DENGUE","TOTAL",0
2022-03-26,"GUAIRA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"GUAIRA","Department","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"GUAIRA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"GUAIRA","Department","CHIKUNGUNYA","TOTAL",0
2022-03-26,"GUAIRA","Department","DENGUE","CONFIRMADO",0
2022-03-26,"GUAIRA","Department","DENGUE","PROBABLE",0
2022-03-26,"GUAIRA","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"GUAIRA","Department","DENGUE","TOTAL",0
2022-03-26,"Metropolitano","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"Metropolitano","Eje","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"Metropolitano","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"Metropolitano","Eje","CHIKUNGUNYA","TOTAL",0
2022-03-26,"Metropolitano","Eje","DENGUE","CONFIRMADO",1
2022-03-26,"Metropolitano","Eje","DENGUE","PROBABLE",0
2022-03-26,"Metropolitano","Eje","DENGUE","SOSPECHOSO",17
2022-03-26,"Metropolitano","Eje","DENGUE","TOTAL",18
2022-03-26,"MISIONES","Department","DENGUE","CONFIRMADO",0
2022-03-26,"MISIONES","Department","DENGUE","PROBABLE",0
2022-03-26,"MISIONES","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"MISIONES","Department","DENGUE","TOTAL",0
2022-03-26,"PARAGUARI","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"PARAGUARI","Department","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"PARAGUARI","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"PARAGUARI","Department","CHIKUNGUNYA","TOTAL",0
2022-03-26,"Paraguay","National","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"Paraguay","National","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"Paraguay","National","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"Paraguay","National","CHIKUNGUNYA","TOTAL",0
2022-03-26,"Paraguay","National","DENGUE","CONFIRMADO",8
2022-03-26,"Paraguay","National","DENGUE","PROBABLE",2
2022-03-26,"Paraguay","National","DENGUE","SOSPECHOSO",17
2022-03-26,"Paraguay","National","DENGUE","TOTAL",27
2022-03-26,"PTE HAYES","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-03-26,"PTE HAYES","Department","CHIKUNGUNYA","PROBABLE",0
2022-03-26,"PTE HAYES","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-03-26,"PTE HAYES","Department","CHIKUNGUNYA","TOTAL",0
2022-03-26,"PTE HAYES","Department","DENGUE","CONFIRMADO",0
2022-03-26,"PTE HAYES","Department","DENGUE","PROBABLE",0
2022-03-26,"PTE HAYES","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"PTE HAYES","Department","DENGUE","TOTAL",0
2022-03-26,"SAN PEDRO","Department","DENGUE","CONFIRMADO",0
2022-03-26,"SAN PEDRO","Department","DENGUE","PROBABLE",0
2022-03-26,"SAN PEDRO","Department","DENGUE","SOSPECHOSO",0
2022-03-26,"SAN PEDRO","Department","DENGUE","TOTAL",0
2022-04-02,"ALTO PARANA","Department","DENGUE","CONFIRMADO",0
2022-04-02,"ALTO PARANA","Department","DENGUE","PROBABLE",0
2022-04-02,"ALTO PARANA","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"ALTO PARANA","Department","DENGUE","TOTAL",0
2022-04-02,"AMAMBAY","Department","DENGUE","CONFIRMADO",4
2022-04-02,"AMAMBAY","Department","DENGUE","PROBABLE",1
2022-04-02,"AMAMBAY","Department","DENGUE","SOSPECHOSO",1
2022-04-02,"AMAMBAY","Department","DENGUE","TOTAL",6
2022-04-02,"ASUNCION","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"ASUNCION","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"ASUNCION","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"ASUNCION","Department","CHIKUNGUNYA","TOTAL",0
2022-04-02,"ASUNCION","Department","DENGUE","CONFIRMADO",0
2022-04-02,"ASUNCION","Department","DENGUE","PROBABLE",0
2022-04-02,"ASUNCION","Department","DENGUE","SOSPECHOSO",4
2022-04-02,"ASUNCION","Department","DENGUE","TOTAL",4
2022-04-02,"CAAGUAZU","Department","DENGUE","CONFIRMADO",3
2022-04-02,"CAAGUAZU","Department","DENGUE","PROBABLE",0
2022-04-02,"CAAGUAZU","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"CAAGUAZU","Department","DENGUE","TOTAL",3
2022-04-02,"CAAZAPA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"CAAZAPA","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"CAAZAPA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"CAAZAPA","Department","CHIKUNGUNYA","TOTAL",0
2022-04-02,"CAAZAPA","Department","DENGUE","CONFIRMADO",0
2022-04-02,"CAAZAPA","Department","DENGUE","PROBABLE",0
2022-04-02,"CAAZAPA","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"CAAZAPA","Department","DENGUE","TOTAL",0
2022-04-02,"CANINDEYU","Department","DENGUE","CONFIRMADO",0
2022-04-02,"CANINDEYU","Department","DENGUE","PROBABLE",0
2022-04-02,"CANINDEYU","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"CANINDEYU","Department","DENGUE","TOTAL",0
2022-04-02,"CENTRAL","Department","CHIKUNGUNYA","CONFIRMADO",1
2022-04-02,"CENTRAL","Department","CHIKUNGUNYA","PROBABLE",2
2022-04-02,"CENTRAL","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"CENTRAL","Department","CHIKUNGUNYA","TOTAL",3
2022-04-02,"CENTRAL","Department","DENGUE","CONFIRMADO",1
2022-04-02,"CENTRAL","Department","DENGUE","PROBABLE",0
2022-04-02,"CENTRAL","Department","DENGUE","SOSPECHOSO",4
2022-04-02,"CENTRAL","Department","DENGUE","TOTAL",5
2022-04-02,"Centro est","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"Centro est","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"Centro est","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"Centro est","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-02,"Centro est","Eje","DENGUE","CONFIRMADO",3
2022-04-02,"Centro est","Eje","DENGUE","PROBABLE",0
2022-04-02,"Centro est","Eje","DENGUE","SOSPECHOSO",0
2022-04-02,"Centro est","Eje","DENGUE","TOTAL",3
2022-04-02,"Centro norte","Eje","DENGUE","CONFIRMADO",4
2022-04-02,"Centro norte","Eje","DENGUE","PROBABLE",1
2022-04-02,"Centro norte","Eje","DENGUE","SOSPECHOSO",2
2022-04-02,"Centro norte","Eje","DENGUE","TOTAL",7
2022-04-02,"Centro sur","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"Centro sur","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"Centro sur","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"Centro sur","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-02,"Centro sur","Eje","DENGUE","CONFIRMADO",0
2022-04-02,"Centro sur","Eje","DENGUE","PROBABLE",0
2022-04-02,"Centro sur","Eje","DENGUE","SOSPECHOSO",0
2022-04-02,"Centro sur","Eje","DENGUE","TOTAL",0
2022-04-02,"Chaco","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"Chaco","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"Chaco","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"Chaco","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-02,"Chaco","Eje","DENGUE","CONFIRMADO",0
2022-04-02,"Chaco","Eje","DENGUE","PROBABLE",0
2022-04-02,"Chaco","Eje","DENGUE","SOSPECHOSO",0
2022-04-02,"Chaco","Eje","DENGUE","TOTAL",0
2022-04-02,"CONCEPCION","Department","DENGUE","CONFIRMADO",0
2022-04-02,"CONCEPCION","Department","DENGUE","PROBABLE",0
2022-04-02,"CONCEPCION","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"CONCEPCION","Department","DENGUE","TOTAL",0
2022-04-02,"CORDILLERA","Department","DENGUE","CONFIRMADO",0
2022-04-02,"CORDILLERA","Department","DENGUE","PROBABLE",0
2022-04-02,"CORDILLERA","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"CORDILLERA","Department","DENGUE","TOTAL",0
2022-04-02,"GUAIRA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"GUAIRA","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"GUAIRA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"GUAIRA","Department","CHIKUNGUNYA","TOTAL",0
2022-04-02,"GUAIRA","Department","DENGUE","CONFIRMADO",0
2022-04-02,"GUAIRA","Department","DENGUE","PROBABLE",0
2022-04-02,"GUAIRA","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"GUAIRA","Department","DENGUE","TOTAL",0
2022-04-02,"Metropolitano","Eje","CHIKUNGUNYA","CONFIRMADO",1
2022-04-02,"Metropolitano","Eje","CHIKUNGUNYA","PROBABLE",2
2022-04-02,"Metropolitano","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"Metropolitano","Eje","CHIKUNGUNYA","TOTAL",3
2022-04-02,"Metropolitano","Eje","DENGUE","CONFIRMADO",1
2022-04-02,"Metropolitano","Eje","DENGUE","PROBABLE",0
2022-04-02,"Metropolitano","Eje","DENGUE","SOSPECHOSO",8
2022-04-02,"Metropolitano","Eje","DENGUE","TOTAL",9
2022-04-02,"MISIONES","Department","DENGUE","CONFIRMADO",0
2022-04-02,"MISIONES","Department","DENGUE","PROBABLE",0
2022-04-02,"MISIONES","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"MISIONES","Department","DENGUE","TOTAL",0
2022-04-02,"PARAGUARI","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"PARAGUARI","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"PARAGUARI","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"PARAGUARI","Department","CHIKUNGUNYA","TOTAL",0
2022-04-02,"Paraguay","National","CHIKUNGUNYA","CONFIRMADO",1
2022-04-02,"Paraguay","National","CHIKUNGUNYA","PROBABLE",2
2022-04-02,"Paraguay","National","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"Paraguay","National","CHIKUNGUNYA","TOTAL",3
2022-04-02,"Paraguay","National","DENGUE","CONFIRMADO",8
2022-04-02,"Paraguay","National","DENGUE","PROBABLE",1
2022-04-02,"Paraguay","National","DENGUE","SOSPECHOSO",10
2022-04-02,"Paraguay","National","DENGUE","TOTAL",19
2022-04-02,"PTE HAYES","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-02,"PTE HAYES","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-02,"PTE HAYES","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-02,"PTE HAYES","Department","CHIKUNGUNYA","TOTAL",0
2022-04-02,"PTE HAYES","Department","DENGUE","CONFIRMADO",0
2022-04-02,"PTE HAYES","Department","DENGUE","PROBABLE",0
2022-04-02,"PTE HAYES","Department","DENGUE","SOSPECHOSO",0
2022-04-02,"PTE HAYES","Department","DENGUE","TOTAL",0
2022-04-02,"SAN PEDRO","Department","DENGUE","CONFIRMADO",0
2022-04-02,"SAN PEDRO","Department","DENGUE","PROBABLE",0
2022-04-02,"SAN PEDRO","Department","DENGUE","SOSPECHOSO",1
2022-04-02,"SAN PEDRO","Department","DENGUE","TOTAL",1
2022-04-09,"ALTO PARANA","Department","DENGUE","CONFIRMADO",0
2022-04-09,"ALTO PARANA","Department","DENGUE","PROBABLE",0
2022-04-09,"ALTO PARANA","Department","DENGUE","SOSPECHOSO",1
2022-04-09,"ALTO PARANA","Department","DENGUE","TOTAL",1
2022-04-09,"AMAMBAY","Department","DENGUE","CONFIRMADO",0
2022-04-09,"AMAMBAY","Department","DENGUE","PROBABLE",1
2022-04-09,"AMAMBAY","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"AMAMBAY","Department","DENGUE","TOTAL",1
2022-04-09,"ASUNCION","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"ASUNCION","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"ASUNCION","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"ASUNCION","Department","CHIKUNGUNYA","TOTAL",0
2022-04-09,"ASUNCION","Department","DENGUE","CONFIRMADO",0
2022-04-09,"ASUNCION","Department","DENGUE","PROBABLE",0
2022-04-09,"ASUNCION","Department","DENGUE","SOSPECHOSO",1
2022-04-09,"ASUNCION","Department","DENGUE","TOTAL",1
2022-04-09,"CAAGUAZU","Department","DENGUE","CONFIRMADO",5
2022-04-09,"CAAGUAZU","Department","DENGUE","PROBABLE",0
2022-04-09,"CAAGUAZU","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"CAAGUAZU","Department","DENGUE","TOTAL",5
2022-04-09,"CAAZAPA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"CAAZAPA","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"CAAZAPA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"CAAZAPA","Department","CHIKUNGUNYA","TOTAL",0
2022-04-09,"CAAZAPA","Department","DENGUE","CONFIRMADO",0
2022-04-09,"CAAZAPA","Department","DENGUE","PROBABLE",0
2022-04-09,"CAAZAPA","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"CAAZAPA","Department","DENGUE","TOTAL",0
2022-04-09,"CANINDEYU","Department","DENGUE","CONFIRMADO",0
2022-04-09,"CANINDEYU","Department","DENGUE","PROBABLE",0
2022-04-09,"CANINDEYU","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"CANINDEYU","Department","DENGUE","TOTAL",0
2022-04-09,"CENTRAL","Department","CHIKUNGUNYA","CONFIRMADO",2
2022-04-09,"CENTRAL","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"CENTRAL","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"CENTRAL","Department","CHIKUNGUNYA","TOTAL",2
2022-04-09,"CENTRAL","Department","DENGUE","CONFIRMADO",2
2022-04-09,"CENTRAL","Department","DENGUE","PROBABLE",1
2022-04-09,"CENTRAL","Department","DENGUE","SOSPECHOSO",10
2022-04-09,"CENTRAL","Department","DENGUE","TOTAL",13
2022-04-09,"Centro est","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"Centro est","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Centro est","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Centro est","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-09,"Centro est","Eje","DENGUE","CONFIRMADO",5
2022-04-09,"Centro est","Eje","DENGUE","PROBABLE",0
2022-04-09,"Centro est","Eje","DENGUE","SOSPECHOSO",1
2022-04-09,"Centro est","Eje","DENGUE","TOTAL",6
2022-04-09,"Centro norte","Eje","CHIKUNGUNYA","CONFIRMADO",1
2022-04-09,"Centro norte","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Centro norte","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Centro norte","Eje","CHIKUNGUNYA","TOTAL",1
2022-04-09,"Centro norte","Eje","DENGUE","CONFIRMADO",0
2022-04-09,"Centro norte","Eje","DENGUE","PROBABLE",2
2022-04-09,"Centro norte","Eje","DENGUE","SOSPECHOSO",4
2022-04-09,"Centro norte","Eje","DENGUE","TOTAL",6
2022-04-09,"Centro sur","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"Centro sur","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Centro sur","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Centro sur","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-09,"Centro sur","Eje","DENGUE","CONFIRMADO",0
2022-04-09,"Centro sur","Eje","DENGUE","PROBABLE",0
2022-04-09,"Centro sur","Eje","DENGUE","SOSPECHOSO",0
2022-04-09,"Centro sur","Eje","DENGUE","TOTAL",0
2022-04-09,"Chaco","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"Chaco","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Chaco","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Chaco","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-09,"Chaco","Eje","DENGUE","CONFIRMADO",0
2022-04-09,"Chaco","Eje","DENGUE","PROBABLE",0
2022-04-09,"Chaco","Eje","DENGUE","SOSPECHOSO",0
2022-04-09,"Chaco","Eje","DENGUE","TOTAL",0
2022-04-09,"CONCEPCION","Department","DENGUE","CONFIRMADO",0
2022-04-09,"CONCEPCION","Department","DENGUE","PROBABLE",0
2022-04-09,"CONCEPCION","Department","DENGUE","SOSPECHOSO",2
2022-04-09,"CONCEPCION","Department","DENGUE","TOTAL",2
2022-04-09,"CORDILLERA","Department","DENGUE","CONFIRMADO",0
2022-04-09,"CORDILLERA","Department","DENGUE","PROBABLE",0
2022-04-09,"CORDILLERA","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"CORDILLERA","Department","DENGUE","TOTAL",0
2022-04-09,"GUAIRA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"GUAIRA","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"GUAIRA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"GUAIRA","Department","CHIKUNGUNYA","TOTAL",0
2022-04-09,"GUAIRA","Department","DENGUE","CONFIRMADO",0
2022-04-09,"GUAIRA","Department","DENGUE","PROBABLE",0
2022-04-09,"GUAIRA","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"GUAIRA","Department","DENGUE","TOTAL",0
2022-04-09,"Metropolitano","Eje","CHIKUNGUNYA","CONFIRMADO",2
2022-04-09,"Metropolitano","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Metropolitano","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Metropolitano","Eje","CHIKUNGUNYA","TOTAL",2
2022-04-09,"Metropolitano","Eje","DENGUE","CONFIRMADO",2
2022-04-09,"Metropolitano","Eje","DENGUE","PROBABLE",1
2022-04-09,"Metropolitano","Eje","DENGUE","SOSPECHOSO",11
2022-04-09,"Metropolitano","Eje","DENGUE","TOTAL",14
2022-04-09,"MISIONES","Department","DENGUE","CONFIRMADO",0
2022-04-09,"MISIONES","Department","DENGUE","PROBABLE",0
2022-04-09,"MISIONES","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"MISIONES","Department","DENGUE","TOTAL",0
2022-04-09,"PARAGUARI","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"PARAGUARI","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"PARAGUARI","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"PARAGUARI","Department","CHIKUNGUNYA","TOTAL",0
2022-04-09,"Paraguay","National","CHIKUNGUNYA","CONFIRMADO",3
2022-04-09,"Paraguay","National","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"Paraguay","National","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"Paraguay","National","CHIKUNGUNYA","TOTAL",3
2022-04-09,"Paraguay","National","DENGUE","CONFIRMADO",7
2022-04-09,"Paraguay","National","DENGUE","PROBABLE",3
2022-04-09,"Paraguay","National","DENGUE","SOSPECHOSO",16
2022-04-09,"Paraguay","National","DENGUE","TOTAL",26
2022-04-09,"PTE HAYES","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-09,"PTE HAYES","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"PTE HAYES","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"PTE HAYES","Department","CHIKUNGUNYA","TOTAL",0
2022-04-09,"PTE HAYES","Department","DENGUE","CONFIRMADO",0
2022-04-09,"PTE HAYES","Department","DENGUE","PROBABLE",0
2022-04-09,"PTE HAYES","Department","DENGUE","SOSPECHOSO",0
2022-04-09,"PTE HAYES","Department","DENGUE","TOTAL",0
2022-04-09,"SAN PEDRO","Department","CHIKUNGUNYA","CONFIRMADO",1
2022-04-09,"SAN PEDRO","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-09,"SAN PEDRO","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-09,"SAN PEDRO","Department","CHIKUNGUNYA","TOTAL",1
2022-04-09,"SAN PEDRO","Department","DENGUE","CONFIRMADO",0
2022-04-09,"SAN PEDRO","Department","DENGUE","PROBABLE",1
2022-04-09,"SAN PEDRO","Department","DENGUE","SOSPECHOSO",2
2022-04-09,"SAN PEDRO","Department","DENGUE","TOTAL",3
2022-04-16,"ALTO PARANA","Department","DENGUE","CONFIRMADO",0
2022-04-16,"ALTO PARANA","Department","DENGUE","PROBABLE",0
2022-04-16,"ALTO PARANA","Department","DENGUE","SOSPECHOSO",0
2022-04-16,"ALTO PARANA","Department","DENGUE","TOTAL",0
2022-04-16,"AMAMBAY","Department","DENGUE","CONFIRMADO",6
2022-04-16,"AMAMBAY","Department","DENGUE","PROBABLE",4
2022-04-16,"AMAMBAY","Department","DENGUE","SOSPECHOSO",0
2022-04-16,"AMAMBAY","Department","DENGUE","TOTAL",10
2022-04-16,"ASUNCION","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-16,"ASUNCION","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"ASUNCION","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-16,"ASUNCION","Department","CHIKUNGUNYA","TOTAL",0
2022-04-16,"ASUNCION","Department","DENGUE","CONFIRMADO",0
2022-04-16,"ASUNCION","Department","DENGUE","PROBABLE",0
2022-04-16,"ASUNCION","Department","DENGUE","SOSPECHOSO",2
2022-04-16,"ASUNCION","Department","DENGUE","TOTAL",2
2022-04-16,"CAAGUAZU","Department","DENGUE","CONFIRMADO",4
2022-04-16,"CAAGUAZU","Department","DENGUE","PROBABLE",1
2022-04-16,"CAAGUAZU","Department","DENGUE","SOSPECHOSO",2
2022-04-16,"CAAGUAZU","Department","DENGUE","TOTAL",7
2022-04-16,"CAAZAPA","Department","CHIKUNGUNYA","CONFIRMADO",0
2022-04-16,"CAAZAPA","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"CAAZAPA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-16,"CAAZAPA","Department","CHIKUNGUNYA","TOTAL",0
2022-04-16,"CAAZAPA","Department","DENGUE","CONFIRMADO",0
2022-04-16,"CAAZAPA","Department","DENGUE","PROBABLE",0
2022-04-16,"CAAZAPA","Department","DENGUE","SOSPECHOSO",0
2022-04-16,"CAAZAPA","Department","DENGUE","TOTAL",0
2022-04-16,"CANINDEYU","Department","DENGUE","CONFIRMADO",0
2022-04-16,"CANINDEYU","Department","DENGUE","PROBABLE",0
2022-04-16,"CANINDEYU","Department","DENGUE","SOSPECHOSO",0
2022-04-16,"CANINDEYU","Department","DENGUE","TOTAL",0
2022-04-16,"CENTRAL","Department","CHIKUNGUNYA","CONFIRMADO",1
2022-04-16,"CENTRAL","Department","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"CENTRAL","Department","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-16,"CENTRAL","Department","CHIKUNGUNYA","TOTAL",1
2022-04-16,"CENTRAL","Department","DENGUE","CONFIRMADO",1
2022-04-16,"CENTRAL","Department","DENGUE","PROBABLE",0
2022-04-16,"CENTRAL","Department","DENGUE","SOSPECHOSO",7
2022-04-16,"CENTRAL","Department","DENGUE","TOTAL",8
2022-04-16,"Centro est","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-16,"Centro est","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"Centro est","Eje","CHIKUNGUNYA","SOSPECHOSO",1
2022-04-16,"Centro est","Eje","CHIKUNGUNYA","TOTAL",1
2022-04-16,"Centro est","Eje","DENGUE","CONFIRMADO",4
2022-04-16,"Centro est","Eje","DENGUE","PROBABLE",1
2022-04-16,"Centro est","Eje","DENGUE","SOSPECHOSO",5
2022-04-16,"Centro est","Eje","DENGUE","TOTAL",10
2022-04-16,"Centro norte","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-16,"Centro norte","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"Centro norte","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-16,"Centro norte","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-16,"Centro norte","Eje","DENGUE","CONFIRMADO",6
2022-04-16,"Centro norte","Eje","DENGUE","PROBABLE",4
2022-04-16,"Centro norte","Eje","DENGUE","SOSPECHOSO",0
2022-04-16,"Centro norte","Eje","DENGUE","TOTAL",10
2022-04-16,"Centro sur","Eje","CHIKUNGUNYA","CONFIRMADO",0
2022-04-16,"Centro sur","Eje","CHIKUNGUNYA","PROBABLE",0
2022-04-16,"Centro sur","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2022-04-16,"Centro sur","Eje","CHIKUNGUNYA","TOTAL",0
2022-04-16,"Centro sur","Eje","DENGUE","CONFIRMADO",0
2022-04-16,"Centro sur","Eje","DENGUE","PROBABLE",0
2022-04-16,"Centro sur","Eje","DENGUE","SOSPECHOSO",1
